"","Date","France","Alsace","Aquitaine","Auvergne","Burgundy","Brittany","Centre","Champagne.Ardenne","Franche.Comte","Ile.de.France","Languedoc.Roussillon","Lorraine","Midi.Pyrenees","Nord.Pas.de.Calais","Normandy...Lower","Normandy...Upper","Pays.de.la.Loire","Picardie","Poitou.Charentes","Provence.Alpes.Cote.dAzur.Rhône.Alpes.2003.09.28.25.........19............2003.10.05.25.........20............2003.10.12.30.........21............2003.10.19.81.........65............Date.France.Alsace.Aquitaine.Auvergne.Burgundy.Brittany.Centre.Champagne.Ardenne.Franche.Comte.Ile.de.France.Languedoc.Roussillon.Lorraine.Midi.Pyrenees.Nord.Pas.de.Calais.Normandy...Lower.Normandy...Upper.Pays.de.la.Loire.Picardie.Poitou.Charentes.Provence.Alpes.Cote.dAzur","Rhône.Alpes"
"486","2013-02-17",894,343,249,317,278,288,348,542,254,646,461,386,259,376,247,322,243,333,51,805,1002
"487","2013-02-24",443,243,198,230,158,260,179,302,199,352,204,269,147,232,179,205,158,216,120,253,431
"488","2013-03-03",193,134,171,165,87,136,97,182,125,163,113,114,67,126,118,101,95,106,86,105,183
"489","2013-03-10",73,103,62,106,53,46,53,113,75,57,65,56,33,67,67,48,39,61,59,46,94
"490","2013-03-17",44,75,32,74,37,28,34,81,54,30,41,41,20,64,43,28,30,39,37,28,58
"491","2013-03-24",32,55,25,48,27,26,28,57,40,24,32,31,14,55,31,19,24,32,29,24,42
"492","2013-03-31",32,50,22,39,22,27,26,42,33,23,31,27,13,50,22,17,24,33,23,20,44
"493","2013-04-07",24,39,18,33,18,20,23,33,26,18,28,27,13,44,20,14,23,29,18,16,28
"494","2013-04-14",14,32,14,29,16,15,17,27,23,11,23,23,9,38,16,11,17,25,15,11,22
"495","2013-04-21",11,22,12,25,13,11,14,21,20,9,21,18,7,27,14,9,12,21,12,9,22
"496","2013-04-28",8,18,10,21,12,9,9,17,17,6,18,12,5,21,11,7,9,17,10,7,19
"497","2013-05-05",8,14,10,21,9,7,7,14,15,6,15,9,4,17,9,6,7,14,8,6,16
"498","2013-05-12",7,13,10,17,7,6,6,11,12,5,14,8,3,16,9,4,7,12,8,6,13
"499","2013-05-19",9,12,7,16,6,7,6,10,11,8,13,7,3,19,8,3,6,11,7,6,14
"500","2013-05-26",8,18,7,15,6,7,7,9,10,6,12,7,3,23,7,3,6,10,7,8,18
"501","2013-06-02",7,17,6,13,5,6,7,8,9,6,11,7,4,24,6,2,5,9,6,7,15
"502","2013-06-09",6,16,6,11,5,6,6,7,8,5,10,6,3,19,6,2,4,9,6,6,10
"503","2013-06-16",4,14,6,10,4,6,5,6,7,3,8,5,3,15,5,2,4,8,5,4,6
"504","2013-06-23",4,12,6,9,4,5,4,6,7,3,8,5,3,12,5,2,4,8,5,3,5
"505","2013-06-30",3,9,6,9,4,4,4,5,6,3,7,4,2,10,5,2,3,7,4,2,7
"506","2013-07-07",2,8,5,8,4,3,4,5,5,2,6,4,2,9,5,2,3,6,3,2,5
"507","2013-07-14",2,7,4,7,3,3,4,4,5,1,5,3,2,8,4,1,3,6,3,2,4
"508","2013-07-21",1,6,4,6,3,3,3,4,5,1,4,3,1,7,4,1,2,5,2,2,4
"509","2013-07-28",1,5,3,6,3,2,3,4,4,1,4,2,1,7,4,1,2,4,2,2,4
"510","2013-08-04",2,5,3,5,3,2,3,3,4,0,4,2,1,6,4,1,2,4,2,2,4
"511","2013-08-11",2,4,3,5,3,2,3,3,4,1,4,2,1,6,4,1,2,4,2,1,4
"512","2013-08-18",2,4,4,5,2,2,2,3,3,1,4,2,1,6,3,1,2,3,2,2,5
"513","2013-08-25",3,4,4,4,2,2,2,3,3,1,4,2,1,6,3,1,2,3,2,2,6
"514","2013-09-01",3,4,4,4,2,2,2,3,3,1,5,2,2,6,3,1,2,3,2,2,5
"515","2013-09-08",6,5,5,4,2,2,2,3,3,2,5,2,3,9,3,1,3,3,3,3,6
"516","2013-09-15",19,15,7,5,3,4,3,3,3,5,9,3,6,24,3,1,6,4,4,10,23
"517","2013-09-22",32,41,13,6,5,10,10,3,3,14,15,11,12,52,4,3,12,9,6,16,48
"518","2013-09-29",27,43,15,8,8,13,20,5,3,17,27,32,9,53,5,5,13,22,10,18,37
"519","2013-10-06",30,46,19,15,15,12,20,9,5,18,30,23,10,43,8,13,13,30,11,21,40
"520","2013-10-13",31,50,25,24,17,11,21,18,6,20,39,20,14,39,13,11,16,26,11,23,46
"521","2013-10-20",20,41,19,21,14,12,20,21,8,13,33,18,9,33,14,9,12,22,10,20,29
"522","2013-10-27",19,35,17,20,13,13,15,20,12,12,27,15,7,30,12,8,10,18,12,13,28
"523","2013-11-03",21,30,17,20,14,11,16,19,14,14,25,13,9,29,11,7,9,17,12,17,29
"524","2013-11-10",25,31,16,18,13,12,19,17,14,17,29,13,10,33,11,6,11,15,13,20,38
"525","2013-11-17",35,31,25,17,13,19,23,16,13,22,35,16,16,48,12,7,19,15,15,23,51
"526","2013-11-24",45,34,31,19,17,24,23,18,14,31,47,22,20,47,14,10,23,18,18,34,52
"527","2013-12-01",55,43,33,21,19,25,32,21,13,39,56,28,22,62,18,17,29,25,23,38,75
"528","2013-12-08",68,52,47,27,23,29,34,22,15,52,62,34,25,72,26,19,30,39,23,47,110
"529","2013-12-15",80,54,59,33,24,30,32,30,19,62,65,56,32,87,27,23,34,49,25,67,112
"530","2013-12-22",107,66,60,48,29,30,36,33,21,68,113,57,42,97,33,31,36,57,24,120,153
"531","2013-12-29",114,93,72,58,36,53,43,39,25,63,129,53,48,97,34,34,51,54,28,106,145
"532","2014-01-05",78,70,58,61,38,35,40,47,32,44,97,47,38,85,38,32,39,48,33,76,103
"533","2014-01-12",70,55,54,57,34,33,36,49,35,40,72,43,28,69,38,23,36,38,31,85,98
"534","2014-01-19",119,73,101,64,35,50,37,45,40,68,98,53,44,94,40,25,45,35,36,106,184
"535","2014-01-26",178,92,106,91,51,54,72,50,47,116,176,77,66,119,55,37,58,47,48,180,282
"536","2014-02-02",286,115,121,135,76,88,97,85,68,164,228,96,96,146,72,64,101,82,82,255,452
"537","2014-02-09",371,142,146,184,106,97,99,130,93,258,336,152,123,170,92,105,104,97,99,405,491
"538","2014-02-16",341,176,101,183,112,121,121,165,103,194,76,119,117,167,92,124,115,125,95,353,463
"539","2014-02-23",191,113,49,150,94,120,91,153,91,103,213,102,73,119,72,94,85,101,63,189,364
"540","2014-03-02",95,89,33,114,64,55,52,116,76,54,118,87,37,72,57,55,52,59,36,118,180
"541","2014-03-09",54,65,28,78,46,51,34,76,57,38,73,51,22,50,43,30,35,41,27,86,74
"542","2014-03-16",36,41,28,54,29,33,28,50,42,30,48,31,15,39,35,21,23,29,20,32,40
"543","2014-03-23",25,30,23,39,23,19,21,36,33,22,36,26,8,34,26,15,20,25,16,24,28
"544","2014-03-30",20,27,20,27,18,18,17,27,26,18,25,17,6,38,21,13,17,24,12,20,25
"545","2014-04-06",17,28,14,21,14,14,14,20,23,14,24,18,5,38,18,12,14,21,11,13,22
"546","2014-04-13",14,23,11,19,11,12,10,17,19,11,22,17,4,36,14,11,12,18,9,11,21
"547","2014-04-20",11,21,9,17,10,12,10,15,17,9,24,16,5,31,13,8,10,17,8,11,19
"548","2014-04-27",10,17,8,17,9,10,8,14,16,8,23,15,4,27,12,6,8,16,7,9,21
"549","2014-05-04",7,15,7,16,8,9,7,12,13,5,20,13,4,24,11,5,8,13,6,7,15
"550","2014-05-11",6,13,7,14,7,7,6,10,11,5,15,11,4,20,10,4,7,12,6,6,12
"551","2014-05-18",5,12,6,12,7,6,5,9,10,4,13,10,3,19,8,4,6,10,5,5,10
"552","2014-05-25",6,11,6,12,6,5,5,9,9,4,11,9,3,17,8,3,6,10,5,4,10
"553","2014-06-01",5,10,6,12,6,5,4,8,9,4,11,8,3,16,7,3,6,9,5,4,11
"554","2014-06-08",3,9,6,11,5,5,4,7,8,3,9,7,2,15,6,3,5,8,5,4,9
"555","2014-06-15",3,8,5,11,5,5,4,7,8,2,8,6,2,13,5,2,5,8,4,4,6
"556","2014-06-22",2,8,5,10,4,4,4,6,7,1,7,5,2,12,5,2,4,7,4,2,4
"557","2014-06-29",2,7,4,9,4,3,3,6,6,2,7,5,2,11,4,2,3,7,4,2,4
"558","2014-07-06",3,6,4,9,4,3,3,5,6,2,6,4,1,10,4,2,3,6,3,2,4
"559","2014-07-13",3,6,3,8,3,3,3,5,6,2,6,4,1,10,4,1,2,6,3,2,4
"560","2014-07-20",2,6,3,8,3,3,3,5,5,2,6,3,1,9,4,1,2,5,3,2,5
"561","2014-07-27",2,6,3,8,3,2,3,4,5,2,5,3,1,8,4,1,2,5,3,2,4
"562","2014-08-03",2,5,2,8,3,2,3,4,5,2,5,3,1,8,3,1,2,5,3,3,4
"563","2014-08-10",3,6,3,8,3,3,3,4,5,3,5,3,1,8,3,1,2,5,2,2,4
"564","2014-08-17",4,6,3,8,3,3,3,3,5,4,6,2,1,8,3,1,2,4,2,3,5
"565","2014-08-24",3,6,3,7,3,3,3,3,4,4,6,2,1,10,3,1,2,4,2,3,5
"566","2014-08-31",3,7,4,7,2,3,3,3,4,3,6,2,1,11,3,1,2,4,2,3,6
"567","2014-09-07",5,9,4,7,2,3,3,3,4,5,6,2,2,15,3,1,2,4,2,3,6
"568","2014-09-14",10,10,5,7,3,4,4,3,4,10,7,3,2,17,3,1,3,5,2,5,11
"569","2014-09-21",17,14,7,8,3,5,6,3,4,17,10,4,3,24,3,1,4,5,3,11,27
"570","2014-09-28",20,20,10,10,4,9,9,4,4,19,12,6,6,32,4,1,11,6,3,12,35
"571","2014-10-05",26,28,16,11,8,12,13,5,5,28,20,14,7,40,4,2,17,7,6,13,36
"572","2014-10-12",26,35,16,13,11,14,14,9,5,28,23,18,7,42,7,4,16,10,9,16,31
"573","2014-10-19",25,35,16,16,15,15,15,13,6,26,26,20,6,38,9,6,15,15,11,18,37
"574","2014-10-26",23,34,14,17,14,14,16,20,7,25,26,25,6,39,11,7,14,18,12,22,35
"575","2014-11-02",25,33,14,21,13,14,16,22,9,24,26,23,7,36,12,8,14,20,12,25,46
"576","2014-11-09",24,35,15,22,12,12,14,21,14,26,27,24,7,32,12,9,14,23,12,20,36
"577","2014-11-16",32,36,19,20,13,12,13,22,18,36,28,22,8,39,13,9,14,24,13,27,43
"578","2014-11-23",38,42,20,20,13,15,14,23,18,41,28,24,11,55,13,10,18,24,12,26,52
"579","2014-11-30",58,54,23,21,15,18,16,29,18,70,34,33,12,65,13,11,21,29,15,40,76
"580","2014-12-07",78,69,37,27,19,31,24,30,21,84,40,41,17,105,20,14,29,36,17,57,84
"581","2014-12-14",113,95,53,29,24,43,46,41,25,107,76,56,29,129,33,25,38,48,27,85,128
"582","2014-12-21",173,131,79,47,33,65,63,52,27,175,113,85,43,180,51,52,63,58,48,148,200
"583","2014-12-28",250,172,127,67,40,78,88,74,31,267,158,119,63,180,70,98,81,94,75,203,244
"584","2015-01-04",164,146,86,85,44,66,82,96,39,151,131,100,50,167,72,113,64,96,77,146,169
"585","2015-01-11",191,125,82,93,50,76,73,92,44,185,99,82,57,141,69,113,60,102,88,192,191
"586","2015-01-18",470,213,208,117,73,139,150,109,56,464,226,116,128,206,100,129,149,140,157,347,368
"587","2015-01-25",1374,450,424,260,161,358,437,368,101,1356,454,313,325,364,246,435,368,340,393,884,843
"588","2015-02-01",2333,555,579,434,335,672,667,926,245,2238,799,424,463,463,331,776,607,438,565,1837,1648
"589","2015-02-08",2509,648,650,449,508,701,931,967,329,2319,1036,435,540,545,292,833,615,680,736,2369,1774
"590","2015-02-15",2191,771,652,430,568,582,1053,1119,441,1945,923,403,461,634,280,869,427,687,710,2492,1175
"591","2015-02-22",943,513,291,358,372,294,423,815,397,877,505,298,179,406,200,524,208,404,323,892,697
"592","2015-03-01",247,215,101,217,158,109,165,360,251,213,244,161,67,169,123,192,79,189,130,249,282
"593","2015-03-08",102,113,54,138,86,64,72,208,166,89,143,98,45,99,78,79,53,100,63,81,132
"594","2015-03-15",58,73,35,97,53,42,38,99,99,54,88,69,23,71,48,42,34,64,38,38,90
"595","2015-03-22",43,54,26,72,37,34,24,64,73,42,57,53,16,52,43,24,30,43,25,27,67
"596","2015-03-29",30,42,23,51,26,31,18,47,54,24,43,42,15,46,32,17,32,31,19,21,43
"597","2015-04-05",26,34,21,42,20,28,16,34,43,21,34,38,14,44,29,13,26,27,16,15,44
"598","2015-04-12",15,30,16,34,16,20,14,27,33,14,26,28,11,39,26,10,17,22,13,13,29
"599","2015-04-19",9,24,12,27,13,15,11,22,28,7,22,22,8,32,21,8,11,18,11,10,20
"600","2015-04-26",7,20,9,23,11,10,10,18,24,6,17,17,5,27,18,7,9,16,8,9,14
"601","2015-05-03",6,18,7,19,10,8,8,15,20,5,14,13,4,22,15,6,7,14,7,8,12
"602","2015-05-10",5,15,6,16,8,6,7,12,17,4,12,11,3,19,12,5,7,12,6,6,10
"603","2015-05-17",6,15,6,14,7,6,6,11,15,6,11,9,3,18,11,4,7,11,5,5,10
"604","2015-05-24",6,13,6,13,6,5,5,10,13,6,10,8,3,18,10,4,7,10,5,5,15
"605","2015-05-31",5,12,7,12,5,5,4,9,12,6,9,9,3,17,9,3,6,9,5,5,15
"606","2015-06-07",5,10,7,11,5,5,4,8,10,4,9,8,3,18,8,3,6,8,4,4,11
"607","2015-06-14",4,10,7,11,4,4,4,8,9,3,9,8,3,17,7,3,6,7,4,3,8
"608","2015-06-21",2,9,6,10,4,4,4,6,9,2,9,7,2,17,6,3,5,6,4,2,6
"609","2015-06-28",1,9,5,9,4,4,3,6,8,1,9,6,2,14,6,2,4,6,3,2,4
"610","2015-07-05",1,8,4,8,3,3,3,5,7,1,7,5,1,12,5,2,3,6,3,1,4
"611","2015-07-12",1,7,4,8,3,3,3,5,7,1,7,5,1,10,5,2,3,5,3,1,3
"612","2015-07-19",1,6,3,8,3,3,2,5,6,1,6,4,1,9,4,2,3,5,3,1,3
"613","2015-07-26",2,6,3,7,3,2,2,5,6,2,6,4,1,8,4,2,2,4,2,1,3
"614","2015-08-02",1,5,3,7,2,2,2,4,5,1,5,4,1,8,4,2,2,4,2,1,3
"615","2015-08-09",2,5,3,7,2,2,2,4,5,1,5,3,1,7,4,1,2,4,2,1,3
